Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed ,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N
joust,just,5,0,0,dZaUst,4,aU,1,5,3.95,dZVst,4,?,1,4,7.3
juice,just,1,0,0,dZus,3,u,1,5,7.15,dZVst,4,?,1,4,7.3
lust,just,1,0,1,lVst,4,?,1,4,9.59,dZVst,4,?,1,4,7.3
must,just,2,0,1,mVst,4,?,1,4,8.1,dZVst,4,?,1,4,7.3
plus,just,1,0,0,plVs,4,?,1,4,7.29,dZVst,4,?,1,4,7.3
rust,just,1,0,1,rVst,4,?,1,4,8.56,dZVst,4,?,1,4,7.3
trust,just,1,0,1,trVst,5,?,1,5,5.94,dZVst,4,?,1,4,7.3
ale,kale,1,0,1,el,2,e,1,3,8.58,kel,3,e,1,4,7.9
bask,kale,1,0,0,bask,4,a,1,4,7.81,kel,3,e,1,4,7.9
frail,kale,1,0,1,frel,4,e,1,5,7.35,kel,3,e,1,4,7.9
mail,kale,1,0,1,mel,3,e,1,4,7.45,kel,3,e,1,4,7.9
sale,kale,1,0,1,sel,3,e,1,4,8,kel,3,e,1,4,7.9
stale,kale,1,0,1,stel,4,e,1,5,7.83,kel,3,e,1,4,7.9
whale,kale,2,0,1,hwel,4,e,1,5,9.73,kel,3,e,1,4,7.9
date,kate,1,0,1,det,3,e,1,4,8.18,ket,3,e,1,4,8.1
eight,kate,1,0,1,et,2,e,1,5,9.85,ket,3,e,1,4,8.1
fate,kate,2,0,1,fet,3,e,1,4,8.22,ket,3,e,1,4,8.1
skate,kate,3,0,1,sket,4,e,1,5,8.27,ket,3,e,1,4,8.1
deal,keel,1,0,1,dil,3,i,1,4,8.2,kil,3,i,1,4,8.4
feel,keel,1,0,1,fil,3,i,1,4,8.94,kil,3,i,1,4,8.4
heal,keel,1,0,1,hil,3,i,1,4,8.47,kil,3,i,1,4,8.4
heel,keel,2,0,1,hil,3,i,1,4,8.67,kil,3,i,1,4,8.4
kneel,keel,12,0,1,nil,3,i,1,5,6.38,kil,3,i,1,4,8.4
peel,keel,1,0,1,pil,3,i,1,4,7.31,kil,3,i,1,4,8.4
reel,keel,1,0,1,ril,3,i,1,4,8.36,kil,3,i,1,4,8.4
seal,keel,2,0,1,sil,3,i,1,4,7.85,kil,3,i,1,4,8.4
squeal,keel,1,0,1,skwil,5,i,1,6,6.25,kil,3,i,1,4,8.4
steel,keel,3,0,1,stil,4,i,1,5,7.8,kil,3,i,1,4,8.4
wheel,keel,1,0,1,hwil,4,i,1,5,?,kil,3,i,1,4,8.4
bean,keen,1,0,1,bin,3,i,1,4,8.62,kin,3,i,1,4,9.8
clean,keen,1,0,1,klin,4,i,1,5,7.61,kin,3,i,1,4,9.8
lean,keen,1,0,1,lin,3,i,1,4,8.38,kin,3,i,1,4,9.8
mean,keen,2,0,1,min,3,i,1,4,8.49,kin,3,i,1,4,9.8
scene,keen,1,0,1,sin,3,i,1,5,6.14,kin,3,i,1,4,9.8
screen,keen,2,0,1,skrin,5,i,1,6,3.42,kin,3,i,1,4,9.8
beef,keep,1,0,0,bif,3,i,1,4,8.99,kip,3,i,1,4,7.4
breach,keep,1,0,0,britS,4,i,1,6,7.25,kip,3,i,1,4,7.4
brief,keep,1,0,0,brif,4,i,1,5,6.98,kip,3,i,1,4,7.4
deep,keep,2,0,1,dip,3,i,1,4,7.7,kip,3,i,1,4,7.4
leap,keep,2,0,1,lip,3,i,1,4,7.02,kip,3,i,1,4,7.4
peace,keep,1,0,0,pis,3,i,1,5,6.56,kip,3,i,1,4,7.4
reap,keep,4,0,1,rip,3,i,1,4,8.42,kip,3,i,1,4,7.4
reef,keep,1,0,0,rif,3,i,1,4,7.36,kip,3,i,1,4,7.4
sheep,keep,3,0,1,Sip,3,i,1,5,8.26,kip,3,i,1,4,7.4
sleep,keep,4,0,1,slip,4,i,1,5,6.86,kip,3,i,1,4,7.4
steep,keep,5,0,1,stip,4,i,1,5,7.48,kip,3,i,1,4,7.4
sweep,keep,3,0,1,swip,4,i,1,5,9.2,kip,3,i,1,4,7.4
weep,keep,7,0,1,wip,3,i,1,4,8.24,kip,3,i,1,4,7.4
wreath,keep,1,0,0,riT,3,i,1,6,9.58,kip,3,i,1,4,7.4
skip,keeps,1,0,0,skIp,4,I,1,4,7.78,kips,4,i,1,5,5.2
beg,keg,7,0,1,bEg,3,E,1,3,8.42,kEg,3,E,1,3,7.6
leg,keg,5,0,1,lEg,3,E,1,3,8.16,kEg,3,E,1,3,7.6
plague,keg,1,0,0,pleg,4,e,1,6,4.74,kEg,3,E,1,3,7.6
grief,keith,1,0,1,grif,4,i,1,5,9.88,kiT,3,i,1,5,?
elk,kelp,1,0,0,Elk,3,E,1,3,7.57,kElp,4,E,1,4,10.1
help,kelp,8,0,1,hElp,4,E,1,4,8.64,kElp,4,E,1,4,10.1
keep,kelp,1,0,0,kip,3,i,1,4,7.44,kElp,4,E,1,4,10.1
scalp,kelp,1,0,0,skalp,5,a,1,5,5.84,kElp,4,E,1,4,10.1
welsh,kelp,1,0,0,wElS,4,E,1,5,7.87,kElp,4,E,1,4,10.1
gin,ken,1,0,0,dZIn,3,I,1,3,9,kEn,3,E,1,3,8.3
keg,ken,1,0,0,kEg,3,E,1,3,7.64,kEn,3,E,1,3,8.3
than,ken,2,0,0,Dan,3,a,1,4,9.06,kEn,3,E,1,3,8.3
dent,kent,1,0,1,dEnt,4,E,1,4,8.33,kEnt,4,E,1,4,8
debt,kept,1,0,0,dEt,3,E,1,4,7.01,kEpt,4,E,1,4,7.2
depth,kept,1,0,0,dEpT,4,E,1,5,11.26,kEpt,4,E,1,4,7.2
plant,kept,1,0,0,plant,5,a,1,5,7.8,kEpt,4,E,1,4,7.2
step,kept,2,0,0,stEp,4,E,1,4,6.23,kEpt,4,E,1,4,7.2
theft,kept,1,0,0,TEft,4,E,1,5,?,kEpt,4,E,1,4,7.2
wrath,kept,1,0,0,raT,3,a,1,5,4.03,kEpt,4,E,1,4,7.2
sketch,ketchup,2,0,0,skEtS,4,E,1,6,?,kE.tSVp,5,E.,2,7,?
be,key,1,0,1,bi,2,i,1,2,11.26,ki,2,i,1,3,7.2
flea,key,1,0,1,fli,3,i,1,4,7.01,ki,2,i,1,3,7.2
keg,key,1,0,0,kEg,3,E,1,3,7.64,ki,2,i,1,3,7.2
quay,key,1,0,0,ki,2,i,1,4,6.53,ki,2,i,1,3,7.2
queue,key,1,0,0,kju,3,?,1,5,?,ki,2,i,1,3,7.2
ski,key,2,0,1,ski,3,?,1,3,9.58,ki,2,i,1,3,7.2
plead,keyed,1,0,1,plid,4,i,1,5,5.39,kid,3,i,1,5,?
breeze,keys,1,0,1,briz,4,i,1,6,6.83,kiz,3,i,1,4,4
ease,keys,1,0,1,iz,2,i,1,4,8.4,kiz,3,i,1,4,4
sneeze,keys,1,0,1,sniz,4,i,1,6,?,kiz,3,i,1,4,4
chic,kick,1,0,0,Sik,3,i,1,4,6.26,kIk,3,I,1,4,8.6
knack,kick,2,0,0,nak,3,a,1,5,8.13,kIk,3,I,1,4,8.6
lick,kick,1,0,1,lIk,3,I,1,4,9.13,kIk,3,I,1,4,8.6
prick,kick,1,0,1,prIk,4,I,1,5,6.82,kIk,3,I,1,4,8.6
sick,kick,1,0,1,sIk,3,I,1,4,8.38,kIk,3,I,1,4,8.6
slick,kick,3,0,1,slIk,4,I,1,5,7.74,kIk,3,I,1,4,8.6
stick,kick,1,0,1,stIk,4,I,1,5,8.53,kIk,3,I,1,4,8.6
wick,kick,2,0,1,wIk,3,I,1,4,8.71,kIk,3,I,1,4,8.6
strict,kicked,1,0,1,strIkt,6,I,1,6,?,kIkt,4,I,1,6,6.2
kind,kid,2,0,0,kaInd,4,aI,1,4,9.39,kId,3,I,1,3,8.3
lid,kid,4,0,1,lId,3,I,1,3,8.84,kId,3,I,1,3,8.3
rib,kid,1,0,0,rIb,3,I,1,3,7.41,kId,3,I,1,3,8.3
sketch,kid,1,0,0,skEtS,4,E,1,6,?,kId,3,I,1,3,8.3
bill,kill,5,1,1,bIl,3,I,1,4,8.34,kIl,3,I,1,4,8.1
chill,kill,2,0,1,tSIl,3,I,1,5,8.11,kIl,3,I,1,4,8.1
deal,kill,1,0,0,dil,3,i,1,4,8.2,kIl,3,I,1,4,8.1
dill,kill,1,0,1,dIl,3,I,1,4,9.05,kIl,3,I,1,4,8.1
drill,kill,2,0,1,drIl,4,I,1,5,5.2,kIl,3,I,1,4,8.1
fill,kill,5,0,1,fIl,3,I,1,4,9.53,kIl,3,I,1,4,8.1
frill,kill,1,0,1,frIl,4,I,1,5,6.84,kIl,3,I,1,4,8.1
gill,kill,1,0,1,gIl,3,I,1,4,8.31,kIl,3,I,1,4,8.1
grill,kill,1,0,1,grIl,4,I,1,5,6.11,kIl,3,I,1,4,8.1
ill,kill,4,0,1,Il,2,I,1,3,9.36,kIl,3,I,1,4,8.1
kiln,kill,13,0,0,kIln,4,I,1,4,7.86,kIl,3,I,1,4,8.1
kilt,kill,6,0,0,kIlt,4,I,1,4,6,kIl,3,I,1,4,8.1
mill,kill,2,0,1,mIl,3,I,1,4,8.49,kIl,3,I,1,4,8.1
pill,kill,4,0,1,pIl,3,I,1,4,8.54,kIl,3,I,1,4,8.1
quill,kill,2,0,1,kwIl,4,I,1,5,6.5,kIl,3,I,1,4,8.1
sill,kill,2,0,1,sIl,3,I,1,4,8.79,kIl,3,I,1,4,8.1
skill,kill,23,0,1,skIl,4,I,1,5,6.96,kIl,3,I,1,4,8.1
skull,kill,5,0,0,skVl,4,?,1,5,6.29,kIl,3,I,1,4,8.1
spill,kill,5,0,1,spIl,4,I,1,5,7.9,kIl,3,I,1,4,8.1
still,kill,4,0,1,stIl,4,I,1,5,6.59,kIl,3,I,1,4,8.1
will,kill,4,0,1,wIl,3,I,1,4,8.54,kIl,3,I,1,4,8.1
build,killed,4,0,1,bIld,4,I,1,5,9.4,kIld,4,I,1,6,7.1
kid,killed,1,0,0,kId,3,I,1,3,8.29,kIld,4,I,1,6,7.1
yield,killed,1,0,1,jild,4,i,1,5,8.88,kIld,4,I,1,6,7.1
skill,kills,1,0,0,skIl,4,I,1,5,6.96,kIlz,4,I,1,5,6.3
film,kiln,6,0,0,fIlm,4,I,1,4,11.09,kIln,4,I,1,4,7.9
kill,kiln,1,0,0,kIl,3,I,1,4,8.09,kIln,4,I,1,4,7.9
kilt,kiln,3,0,0,kIlt,4,I,1,4,6,kIln,4,I,1,4,7.9
kin,kiln,1,0,0,kIn,3,I,1,3,8.78,kIln,4,I,1,4,7.9
key,kilo,1,0,0,ki,2,i,1,3,7.22,ki.lo,4,i.,2,4,7.2
kiln,kilt,5,0,0,kIln,4,I,1,4,7.86,kIlt,4,I,1,4,6
kit,kilt,1,0,0,kIt,3,I,1,3,8.55,kIlt,4,I,1,4,6
knit,kilt,1,0,0,nIt,3,I,1,4,9.13,kIlt,4,I,1,4,6
quilt,kilt,2,0,1,kwIlt,5,I,1,5,7.31,kIlt,4,I,1,4,6
silk,kilt,1,0,0,sIlk,4,I,1,4,6.6,kIlt,4,I,1,4,6
fin,kin,1,0,1,fIn,3,I,1,3,8.62,kIn,3,I,1,3,8.8
him,kin,1,0,0,hIm,3,I,1,3,8.37,kIn,3,I,1,3,8.8
hinge,kin,1,0,0,hIndZ,4,I,1,5,5.37,kIn,3,I,1,3,8.8
inn,kin,1,0,1,In,2,I,1,3,8.33,kIn,3,I,1,3,8.8
kiln,kin,3,0,0,kIln,4,I,1,4,7.86,kIn,3,I,1,3,8.8
kind,kin,2,0,0,kaInd,4,aI,1,4,9.39,kIn,3,I,1,3,8.8
pin,kin,2,0,1,pIn,3,I,1,3,8.6,kIn,3,I,1,3,8.8
sin,kin,1,0,1,sIn,3,I,1,3,8.97,kIn,3,I,1,3,8.8
skin,kin,21,0,1,skIn,4,I,1,4,7.68,kIn,3,I,1,3,8.8
spin,kin,1,0,1,spIn,4,I,1,4,6.89,kIn,3,I,1,3,8.8
tin,kin,3,0,1,tIn,3,I,1,3,8.72,kIn,3,I,1,3,8.8
win,kin,1,0,1,wIn,3,I,1,3,8.23,kIn,3,I,1,3,8.8
blind,kind,5,0,1,blaInd,5,aI,1,5,7.81,kaInd,4,aI,1,4,9.4
blinds,kind,1,0,0,blaIndz,6,aI,1,6,5.88,kaInd,4,aI,1,4,9.4
find,kind,7,0,1,faInd,4,aI,1,4,8.6,kaInd,4,aI,1,4,9.4
fling,kind,1,0,0,flIN,4,I,1,5,6.96,kaInd,4,aI,1,4,9.4
hind,kind,1,0,1,haInd,4,aI,1,4,8.8,kaInd,4,aI,1,4,9.4
kin,kind,2,0,0,kIn,3,I,1,3,8.78,kaInd,4,aI,1,4,9.4
king,kind,1,0,0,kIN,3,I,1,4,7.79,kaInd,4,aI,1,4,9.4
mind,kind,6,0,1,maInd,4,aI,1,4,8.68,kaInd,4,aI,1,4,9.4
thyme,kind,1,0,0,taIm,3,aI,1,5,8.48,kaInd,4,aI,1,4,9.4
wind,kind,5,0,1,wInd,4,I,1,4,9.16,kaInd,4,aI,1,4,9.4
wise,kind,1,0,0,waIz,3,aI,1,4,8.37,kaInd,4,aI,1,4,9.4
blinds,kinds,3,0,1,blaIndz,6,aI,1,6,5.88,kaIndz,5,aI,1,5,7.8
bring,king,1,0,1,brIN,4,I,1,5,7.32,kIN,3,I,1,4,7.8
ring,king,2,0,1,rIN,3,I,1,4,7.36,kIN,3,I,1,4,7.8
sing,king,1,0,1,sIN,3,I,1,4,8.14,kIN,3,I,1,4,7.8
swing,king,1,0,1,swIN,4,I,1,5,7.06,kIN,3,I,1,4,7.8
wing,king,1,0,1,wIN,3,I,1,4,8.12,kIN,3,I,1,4,7.8
kin,kink,1,0,0,kIn,3,I,1,3,8.78,kINk,4,I,1,4,8.7
link,kink,2,0,1,lINk,4,I,1,4,7.21,kINk,4,I,1,4,8.7
mink,kink,2,0,1,mINk,4,I,1,4,8.43,kINk,4,I,1,4,8.7
pink,kink,1,0,1,pINk,4,I,1,4,7.61,kINk,4,I,1,4,8.7
shrink,kink,1,0,1,SrINk,5,I,1,6,6.35,kINk,4,I,1,4,8.7
sink,kink,2,0,1,sINk,4,I,1,4,7.73,kINk,4,I,1,4,8.7
stink,kink,1,0,1,stINk,5,I,1,5,6.66,kINk,4,I,1,4,8.7
think,kink,1,0,1,TINk,4,I,1,5,8.14,kINk,4,I,1,4,8.7
jerk,kirk,2,0,1,dZ3`k,3,3`,1,4,5.44,k3`k,3,3`,1,4,8.1
smirk,kirk,2,0,1,sm3`k,4,3`,1,5,5.12,k3`k,3,3`,1,4,8.1
bliss,kiss,16,0,1,blIs,4,I,1,5,6.46,kIs,3,I,1,4,7.7
miss,kiss,17,0,1,mIs,3,I,1,4,7.56,kIs,3,I,1,4,7.7
mist,kiss,1,0,0,mIst,4,I,1,4,8.58,kIs,3,I,1,4,7.7
rich,kiss,1,0,0,rItS,3,I,1,4,8.01,kIs,3,I,1,4,7.7
this,kiss,3,0,1,DIs,3,I,1,4,6.76,kIs,3,I,1,4,7.7
twist,kiss,1,0,0,twIst,5,I,1,5,0,kIs,3,I,1,4,7.7
wish,kiss,1,0,0,wIS,3,I,1,4,9.09,kIs,3,I,1,4,7.7
wrist,kiss,1,0,0,rIst,4,I,1,5,5.44,kIs,3,I,1,4,7.7
cyst,kissed,1,0,1,sIst,4,I,1,4,10.8,kIst,4,I,1,6,7.8
fist,kissed,1,0,1,fIst,4,I,1,4,8.22,kIst,4,I,1,6,7.8
kiss,kissed,1,1,0,kIs,3,I,1,4,7.67,kIst,4,I,1,6,7.8
mist,kissed,4,0,1,mIst,4,I,1,4,8.58,kIst,4,I,1,6,7.8
twist,kissed,1,0,1,twIst,5,I,1,5,0,kIst,4,I,1,6,7.8
wrist,kissed,4,0,0,rIst,4,I,1,5,5.44,kIst,4,I,1,6,7.8
bit,kit,1,0,1,bIt,3,I,1,3,9.43,kIt,3,I,1,3,8.6
cat,kit,1,0,0,kat,3,a,1,3,8.76,kIt,3,I,1,3,8.6
fit,kit,2,0,1,fIt,3,I,1,3,8.46,kIt,3,I,1,3,8.6
grit,kit,1,0,1,grIt,4,I,1,4,6.6,kIt,3,I,1,3,8.6
it,kit,1,0,1,It,2,I,1,2,11.34,kIt,3,I,1,3,8.6
kite,kit,3,0,0,kaIt,3,aI,1,4,8.25,kIt,3,I,1,3,8.6
knit,kit,10,0,1,nIt,3,I,1,4,9.13,kIt,3,I,1,3,8.6
pit,kit,2,0,1,pIt,3,I,1,3,9.11,kIt,3,I,1,3,8.6
quit,kit,1,0,1,kwIt,4,I,1,4,6.95,kIt,3,I,1,3,8.6
sit,kit,2,0,1,sIt,3,I,1,3,8.69,kIt,3,I,1,3,8.6
wit,kit,1,0,1,wIt,3,I,1,3,9.03,kIt,3,I,1,3,8.6
writ,kit,4,0,1,rIt,3,I,1,4,7.98,kIt,3,I,1,3,8.6
bite,kite,3,0,1,baIt,3,aI,1,4,7.52,kaIt,3,aI,1,4,8.2
cite,kite,5,0,1,saIt,3,aI,1,4,8.06,kaIt,3,aI,1,4,8.2
fight,kite,1,0,1,faIt,3,aI,1,5,9.76,kaIt,3,aI,1,4,8.2
flight,kite,2,0,1,flaIt,4,aI,1,6,7.08,kaIt,3,aI,1,4,8.2
kick,kite,1,0,0,kIk,3,I,1,4,8.59,kaIt,3,aI,1,4,8.2
kit,kite,4,0,0,kIt,3,I,1,3,8.55,kaIt,3,aI,1,4,8.2
knight,kite,1,0,1,naIt,3,aI,1,6,?,kaIt,3,aI,1,4,8.2
like,kite,1,0,0,laIk,3,aI,1,4,8.3,kaIt,3,aI,1,4,8.2
might,kite,2,0,1,maIt,3,aI,1,5,9.55,kaIt,3,aI,1,4,8.2
sight,kite,1,0,1,saIt,3,aI,1,5,9.52,kaIt,3,aI,1,4,8.2
site,kite,2,0,1,saIt,3,aI,1,4,8.07,kaIt,3,aI,1,4,8.2
ski,kite,1,0,0,ski,3,i,1,3,9.58,kaIt,3,aI,1,4,8.2
skirt,kite,1,0,0,sk3`t,4,3`,1,5,4.52,kaIt,3,aI,1,4,8.2
spike,kite,1,0,0,spaIk,4,aI,1,5,7.55,kaIt,3,aI,1,4,8.2
sprite,kite,1,0,1,spraIt,5,aI,1,6,2.77,kaIt,3,aI,1,4,8.2
type,kite,1,0,0,taIp,3,aI,1,4,6.18,kaIt,3,aI,1,4,8.2
white,kite,5,0,1,hwaIt,4,aI,1,5,9.81,kaIt,3,aI,1,4,8.2
write,kite,3,0,1,raIt,3,aI,1,5,8.82,kaIt,3,aI,1,4,8.2
blitz,kits,3,0,1,blIts,5,I,1,5,5.42,kIts,4,I,1,4,8.2
kite,kitten,1,0,0,kaIt,3,aI,1,4,8.25,kI.tn=,4,I.,2,6,6.1
kick,knack,2,0,0,kIk,3,I,1,4,8.59,nak,3,a,1,5,8.1
knock,knack,2,0,0,nAk,3,A,1,5,6.45,nak,3,a,1,5,8.1
lack,knack,2,0,1,lak,3,a,1,4,8.08,nak,3,a,1,5,8.1
neck,knack,1,0,0,nEk,3,E,1,4,8.83,nak,3,a,1,5,8.1
pack,knack,1,0,1,pak,3,a,1,4,8.55,nak,3,a,1,5,8.1
sack,knack,1,0,1,sak,3,a,1,4,8.48,nak,3,a,1,5,8.1
snack,knack,2,0,1,snak,4,a,1,5,7.34,nak,3,a,1,5,8.1
whack,knack,1,0,1,hwak,4,a,1,5,6.06,nak,3,a,1,5,8.1
bathe,knave,1,0,0,beD,3,e,1,5,4.69,nev,3,e,1,5,?
cave,knave,1,0,1,kev,3,e,1,4,8.95,nev,3,e,1,5,?
chafe,knave,1,0,0,tSef,3,e,1,5,7.59,nev,3,e,1,5,?
crave,knave,1,0,1,krev,4,e,1,5,6.35,nev,3,e,1,5,?
grave,knave,1,0,1,grev,4,e,1,5,7.64,nev,3,e,1,5,?
have,knave,1,0,0,hav,3,a,1,4,7.5,nev,3,e,1,5,?
save,knave,2,0,1,sev,3,e,1,4,8.54,nev,3,e,1,5,?
shave,knave,1,0,1,Sev,3,e,1,5,8.12,nev,3,e,1,5,?
slave,knave,1,0,1,slev,4,e,1,5,5.94,nev,3,e,1,5,?
greed,knead,1,0,1,grid,4,i,1,5,8.17,nid,3,i,1,5,4.8
kid,knead,1,0,0,kId,3,I,1,3,8.29,nid,3,i,1,5,4.8
knee,knead,1,0,0,ni,2,i,1,4,7.58,nid,3,i,1,5,4.8
lead,knead,1,0,1,lid,3,i,1,4,8.49,nid,3,i,1,5,4.8
need,knead,4,0,1,nid,3,i,1,4,7.21,nid,3,i,1,5,4.8
plead,knead,2,0,1,plid,4,i,1,5,5.39,nid,3,i,1,5,4.8
seed,knead,1,0,1,sid,3,i,1,4,8.35,nid,3,i,1,5,4.8
be,knee,1,0,1,bi,2,i,1,2,11.26,ni,2,i,1,4,7.6
bee,knee,8,0,1,bi,2,i,1,3,8.37,ni,2,i,1,4,7.6
ear,knee,1,0,0,Ir,2,I,1,3,9.6,ni,2,i,1,4,7.6
fee,knee,2,0,1,fi,2,?,1,3,8.18,ni,2,i,1,4,7.6
flea,knee,2,0,1,fli,3,?,1,4,7.01,ni,2,i,1,4,7.6
flee,knee,2,0,1,fli,3,?,1,4,6.76,ni,2,i,1,4,7.6
free,knee,2,0,1,fri,3,?,1,4,8.68,ni,2,i,1,4,7.6
glee,knee,2,0,1,gli,3,?,1,4,6.48,ni,2,i,1,4,7.6
he,knee,1,0,1,hi,2,?,1,2,11.29,ni,2,i,1,4,7.6
key,knee,2,0,1,ki,2,?,1,3,7.22,ni,2,i,1,4,7.6
knack,knee,1,0,0,nak,3,a,1,5,8.13,ni,2,i,1,4,7.6
kneel,knee,4,0,0,nil,3,i,1,5,6.38,ni,2,i,1,4,7.6
knell,knee,4,0,0,nEl,3,E,1,5,6.65,ni,2,i,1,4,7.6
knife,knee,2,0,0,naIf,3,aI,1,5,1.1,ni,2,i,1,4,7.6
knit,knee,2,0,0,nIt,3,I,1,4,9.13,ni,2,i,1,4,7.6
knock,knee,1,1,0,nAk,3,A,1,5,6.45,ni,2,i,1,4,7.6
me,knee,2,0,1,mi,2,i,1,2,11.34,ni,2,i,1,4,7.6
neat,knee,1,0,0,nit,3,i,1,4,8.17,ni,2,i,1,4,7.6
need,knee,1,0,0,nid,3,i,1,4,7.21,ni,2,i,1,4,7.6
sea,knee,2,0,1,si,2,i,1,3,8.52,ni,2,i,1,4,7.6
see,knee,2,0,1,si,2,i,1,3,8.66,ni,2,i,1,4,7.6
ski,knee,3,0,1,ski,3,?,1,3,9.58,ni,2,i,1,4,7.6
sneeze,knee,1,0,0,sniz,4,i,1,6,?,ni,2,i,1,4,7.6
spree,knee,1,0,1,spri,4,?,1,5,4.23,ni,2,i,1,4,7.6
tea,knee,1,0,1,ti,2,i,1,3,7.85,ni,2,i,1,4,7.6
three,knee,1,0,1,Tri,3,i,1,5,8.84,ni,2,i,1,4,7.6
tree,knee,2,0,1,tri,3,i,1,4,7.42,ni,2,i,1,4,7.6
feel,kneel,5,0,1,fil,3,i,1,4,8.94,nil,3,i,1,5,6.4
heal,kneel,3,0,1,hil,3,i,1,4,8.47,nil,3,i,1,5,6.4
heel,kneel,6,0,1,hil,3,i,1,4,8.67,nil,3,i,1,5,6.4
knee,kneel,1,0,0,ni,2,i,1,4,7.58,nil,3,i,1,5,6.4
knell,kneel,2,0,0,nEl,3,E,1,5,6.65,nil,3,i,1,5,6.4
peel,kneel,3,0,1,pil,3,i,1,4,7.31,nil,3,i,1,5,6.4
reel,kneel,3,0,1,ril,3,i,1,4,8.36,nil,3,i,1,5,6.4
seal,kneel,1,0,1,sil,3,i,1,4,7.85,nil,3,i,1,5,6.4
squeal,kneel,1,0,1,skwil,5,i,1,6,6.25,nil,3,i,1,5,6.4
steal,kneel,2,0,1,stil,4,i,1,5,8.05,nil,3,i,1,5,6.4
veal,kneel,1,0,1,vil,3,i,1,4,7.58,nil,3,i,1,5,6.4
wheel,kneel,2,0,1,hwil,4,i,1,5,?,nil,3,i,1,5,6.4
shield,kneeled,1,0,1,Sild,4,i,1,6,?,nild,4,i,1,7,?
breeze,knees,4,0,1,briz,4,i,1,6,6.83,niz,3,i,1,5,3.7
cheese,knees,2,0,1,tSiz,3,i,1,6,1.1,niz,3,i,1,5,3.7
ease,knees,1,0,1,iz,2,i,1,4,8.4,niz,3,i,1,5,3.7
freeze,knees,4,0,1,friz,4,i,1,6,4.99,niz,3,i,1,5,3.7
please,knees,4,0,1,pliz,4,i,1,6,?,niz,3,i,1,5,3.7
siege,knees,1,0,0,sidZ,3,i,1,5,6.32,niz,3,i,1,5,3.7
sneeze,knees,1,0,1,sniz,4,i,1,6,?,niz,3,i,1,5,3.7
squeeze,knees,3,0,1,skwiz,5,i,1,7,?,niz,3,i,1,5,3.7
tease,knees,2,0,1,tiz,3,i,1,5,7.68,niz,3,i,1,5,3.7
wheeze,knees,1,0,1,hwiz,4,i,1,6,3.09,niz,3,i,1,5,3.7
belt,knelt,3,0,1,bElt,4,E,1,4,8.3,nElt,4,E,1,5,5.4
kilt,knelt,1,0,0,kIlt,4,I,1,4,6,nElt,4,E,1,5,5.4
blue,knew,1,0,1,blu,3,?,1,4,6.29,nu,2,u,1,4,9.7
brew,knew,1,0,1,bru,3,?,1,4,8,nu,2,u,1,4,9.7
chew,knew,1,0,1,tSu,2,?,1,4,6.23,nu,2,u,1,4,9.7
crew,knew,2,0,1,kru,3,?,1,4,7.77,nu,2,u,1,4,9.7
cue,knew,1,0,1,kju,3,?,1,3,8.87,nu,2,u,1,4,9.7
dew,knew,1,0,1,du,2,u,1,3,8.4,nu,2,u,1,4,9.7
ewe,knew,1,0,1,ju,2,u,1,3,8.41,nu,2,u,1,4,9.7
few,knew,2,0,1,fju,3,?,1,3,7.63,nu,2,u,1,4,9.7
glue,knew,1,0,1,glu,3,?,1,4,7.2,nu,2,u,1,4,9.7
gnaw,knew,1,0,0,nO,2,O,1,4,7.13,nu,2,u,1,4,9.7
knee,knew,1,0,0,ni,2,i,1,4,7.58,nu,2,u,1,4,9.7
new,knew,10,0,1,nu,2,u,1,3,7.84,nu,2,u,1,4,9.7
shoe,knew,2,0,1,Su,2,u,1,4,7.15,nu,2,u,1,4,9.7
stew,knew,3,0,1,stu,3,?,1,4,6.8,nu,2,u,1,4,9.7
sue,knew,1,0,1,su,2,u,1,3,9.05,nu,2,u,1,4,9.7
who,knew,3,0,1,hu,2,u,1,3,8.19,nu,2,u,1,4,9.7
zoo,knew,2,0,1,zu,2,u,1,3,7.55,nu,2,u,1,4,9.7
fife,knife,6,0,1,faIf,3,aI,1,4,9.63,naIf,3,aI,1,5,1.1
kite,knife,1,0,0,kaIt,3,aI,1,4,8.25,naIf,3,aI,1,5,1.1
knit,knife,1,0,0,nIt,3,I,1,4,9.13,naIf,3,aI,1,5,1.1
life,knife,9,0,1,laIf,3,aI,1,4,8.38,naIf,3,aI,1,5,1.1
wife,knife,11,0,1,waIf,3,aI,1,4,8.73,naIf,3,aI,1,5,1.1
writhe,knife,1,0,0,raID,3,aI,1,6,?,naIf,3,aI,1,5,1.1
bite,knight,1,0,1,baIt,3,aI,1,4,7.52,naIt,3,aI,1,6,?
bright,knight,1,0,1,braIt,4,aI,1,6,6.76,naIt,3,aI,1,6,?
height,knight,1,0,1,haIt,3,aI,1,6,10.43,naIt,3,aI,1,6,?
knife,knight,1,0,0,naIf,3,aI,1,5,1.1,naIt,3,aI,1,6,?
night,knight,2,0,1,naIt,3,aI,1,5,9.66,naIt,3,aI,1,6,?
sprite,knight,1,0,1,spraIt,5,aI,1,6,2.77,naIt,3,aI,1,6,?
